"URL","Texto","Frecuencia","Estado"
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyLanguage/Manual:Installing_MediaWiki","install",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyLanguage/Manual:System_administration","configure",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyLanguage/Manual:What_is_MediaWiki%3F","Find out more",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyLanguage/MediaWiki_Stakeholders%27_Group","MediaWiki Stakeholders",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyLanguage/MediaWiki_testimonials","thousands of companies and organisations",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyLanguage/Professional_development_and_consulting","Get professional development and consulting",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyLanguage/Project:Language_policy","Languages:",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyLanguage/Sites_using_MediaWiki","tens of thousands of websites",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyLanguage/Wikimedia_Hackathon_2024","Wikimedia Hackathon 2024",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:MyTalk","Talk",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:Random","Random page",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:RecentChanges","Recent changes",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:RecentChangesLinked/MediaWiki","Related changes",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:Search","

Search
	",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:SpecialPages","Special pages",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Special:WhatLinksHere/MediaWiki","What links here",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Talk:MediaWiki","Discussion",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Template:Main_page","English",1,404
"https://www.mediawiki.org/wiki/MediaWiki/wiki/Wikimedia_Hackathon_2024"," ",1,404
"https://www.mediawiki.org/wiki/Special:MyLanguage/Code_of_Conduct","Code of Conduct",1,200
"https://www.mediawiki.org/wiki/Special:MyLanguage/Help:Contents","the Help: namespace",1,200
"https://www.mediawiki.org/wiki/Special:MyLanguage/News","More news",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/af","Afrikaans",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/ar","العربية",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/ast","asturianu",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/az","azərbaycanca",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/be","беларуская",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/be-tarask","беларуская (тарашкевіца)",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/bg","български",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/bn","বাংলা",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/bs","bosanski",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/ca","català",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/ckb","کوردی",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/cs","čeština",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/da","dansk",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/de","Deutsch",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/el","Ελληνικά",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/es","español",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/fa","فارسی",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/fi","suomi",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/fr","français",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/gl","galego",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/gu","ગુજરાતી",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/he","עברית",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/hi","हिन्दी",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/hr","hrvatski",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/hu","magyar",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/hy","հայերեն",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/id","Bahasa Indonesia",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/it","italiano",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/ja","日本語",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/jv","Jawa",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/kk","қазақша",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/ko","한국어",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/ms","Bahasa Melayu",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/mwl","Mirandés",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/nl","Nederlands",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/pl","polski",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/pt","português",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/pt-br","português do Brasil",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/ro","română",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/ru","русский",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/sc","sardu",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/si","සිංහල",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/sk","slovenčina",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/sl","slovenščina",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/so","Soomaaliga",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/sq","shqip",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/sr","српски / srpski",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/sv","svenska",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/syl","ꠍꠤꠟꠐꠤ",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/th","ไทย",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/tr","Türkçe",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/uk","українська",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/vi","Tiếng Việt",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/yue","粵語",1,200
"https://www.mediawiki.org/wiki/Template:Main_page/zh","中文",1,200
"https://www.wikidata.org/wiki/Special:EntityPage/Q5296","Wikidata item",1,200
"https://www.wikidata.org/wiki/Wikidata:Main_Page","Wikidata",1,200
"https://www.wikifunctions.org/wiki/Wikifunctions:Main_Page","Wikifunctions",1,200
NA,"Jump to content",NA,NA
